Ticker,Mean,Variance,Autocorrelation_1,Autocorrelation_5,Autocorrelation_10
-0.00063,0.00038,-0.06364,-0.00812,0.06184
-0.00367,0.00072,-0.12330,-0.05315,0.05581
0.00575,0.00193,-0.09983,0.00324,0.12016
-0.00075,0.00041,0.00948,0.01052,-0.07240
0.00214,0.00025,0.01273,-0.01151,-0.19801
0.00140,0.00040,0.03366,0.06960,-0.04140
NaN,NaN,NaN,NaN,NaN
0.00134,0.00019,-0.07271,0.00795,0.12501
-0.00111,0.00010,0.01741,-0.17980,0.14398
0.00037,0.00039,-0.11733,-0.00946,0.09024
NaN,NaN,NaN,NaN,NaN
0.00033,0.00011,-0.05679,-0.04268,0.09272
0.00044,0.00148,-0.15358,-0.08578,0.12999
-0.00179,0.00038,0.05478,0.08679,-0.08484
-0.00058,0.00022,-0.09216,0.05972,-0.05107
-0.00247,0.00037,0.06977,-0.02929,-0.00110
-0.00069,0.00042,-0.15467,0.00251,-0.03494
-0.00141,0.00023,-0.01106,-0.16988,0.04118
-0.00041,0.00013,-0.10262,-0.03839,0.05476
-0.00052,0.00059,0.14994,0.02716,-0.11466
-0.00007,0.00057,0.01321,0.03699,0.00606
NaN,NaN,NaN,NaN,NaN
-0.00098,0.00015,0.10172,-0.08676,0.09167
-0.00038,0.00014,0.01795,-0.01199,-0.07205
-0.00294,0.00069,-0.00358,0.06928,-0.09042
-0.00174,0.00037,0.01547,0.01171,0.11551
0.00065,0.00023,-0.00947,-0.16285,0.05570
-0.00033,0.00067,-0.18202,-0.03474,-0.14353
0.00033,0.00033,0.06931,-0.06133,0.07280
-0.00142,0.00066,-0.00776,0.03891,0.02885
NaN,NaN,NaN,NaN,NaN
0.00016,0.00018,-0.03081,0.03598,0.05679
0.00064,0.00022,0.16293,-0.15688,0.02006
-0.00357,0.00140,-0.08035,-0.04035,-0.03161
-0.00015,0.00020,-0.00986,0.03007,-0.03161
0.00186,0.00173,-0.01274,-0.12652,-0.06109
0.00194,0.00074,-0.01406,-0.08355,-0.09277
0.00133,0.00034,-0.13569,-0.12717,-0.05241
0.00100,0.00017,0.02773,-0.12056,-0.14683
0.00396,0.00081,-0.11178,0.06695,-0.01066
0.00538,0.00296,0.00476,0.01707,0.13932
NaN,NaN,NaN,NaN,NaN
0.00057,0.00041,0.10329,-0.08626,0.15341
-0.00173,0.00069,-0.03236,-0.19203,0.14524
0.00240,0.00096,-0.08011,0.02441,0.04012
0.00227,0.00090,-0.08631,0.23426,0.02104
-0.00030,0.00030,-0.20970,-0.04772,-0.08253
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
-0.00133,0.00036,-0.10656,-0.00645,0.00686
-0.00352,0.00056,0.20675,-0.10068,0.06406
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
0.00037,0.00029,0.07694,-0.10796,0.02104
-0.00110,0.00047,-0.08459,0.01049,-0.10467
NaN,NaN,NaN,NaN,NaN
0.00042,0.00018,0.12471,-0.07664,-0.05241
-0.00086,0.00058,-0.04103,-0.02812,-0.09896
-0.00072,0.00024,-0.06220,-0.08552,0.02256
NaN,NaN,NaN,NaN,NaN
-0.00053,0.00054,-0.09511,-0.05877,-0.03838
0.00025,0.00026,-0.10274,-0.09532,-0.10034
-0.00205,0.00038,-0.08418,0.01586,0.07314
-0.00127,0.00049,-0.13994,0.08734,0.06246
0.00032,0.00049,-0.00423,0.10930,-0.12236
-0.00289,0.00045,-0.22422,-0.08279,0.06267
NaN,NaN,NaN,NaN,NaN
-0.00074,0.00025,-0.10690,0.05895,-0.03049
-0.00164,0.00031,0.11213,0.00133,0.03554
-0.00012,0.00013,-0.12178,-0.11247,0.02259
0.00086,0.00036,-0.05001,0.04156,0.06099
-0.00167,0.00040,-0.05504,0.03487,-0.10562
NaN,NaN,NaN,NaN,NaN
-0.00375,0.00132,-0.02768,-0.02052,-0.01811
-0.00175,0.00025,0.11588,0.09853,0.15214
-0.00101,0.00040,-0.04779,-0.01383,-0.09100
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
0.00029,0.00045,-0.00269,-0.07472,0.05575
0.00267,0.00150,-0.08623,-0.20325,-0.03254
NaN,NaN,NaN,NaN,NaN
-0.00074,0.00038,-0.00201,-0.00990,-0.11782
-0.00214,0.00046,-0.09230,0.08987,0.05360
0.00062,0.00067,-0.10680,0.00430,-0.14920
0.00127,0.00086,0.02748,-0.06380,0.04856
-0.00446,0.00118,0.00588,-0.14919,0.07184
0.00011,0.00109,-0.02838,-0.07240,-0.09260
NaN,NaN,NaN,NaN,NaN
-0.00049,0.00015,0.04568,-0.01986,0.09442
0.00047,0.00023,0.03510,-0.06478,0.02350
-0.00033,0.00032,0.02089,-0.02999,-0.04977
0.00149,0.00050,-0.03713,-0.06633,-0.02026
0.00124,0.00044,-0.02803,-0.01434,0.03580
-0.00112,0.00040,-0.01847,-0.01444,0.11502
-0.00161,0.00055,-0.05379,-0.06702,-0.05539
-0.00074,0.00052,-0.00676,-0.05920,0.05234
NaN,NaN,NaN,NaN,NaN
-0.00007,0.00014,-0.06591,-0.22323,-0.05092
-0.00211,0.00094,-0.03668,-0.15523,-0.09137
-0.00075,0.00020,0.05805,-0.03558,-0.08647
0.00008,0.00053,-0.06599,-0.08242,-0.13656
0.00050,0.00017,0.01221,-0.05911,0.01017
NaN,NaN,NaN,NaN,NaN
0.00015,0.00052,0.26551,0.00477,-0.18557
0.00175,0.00014,-0.14036,0.08725,-0.05731
0.00115,0.00044,0.10048,-0.00614,-0.03997
-0.00062,0.00056,-0.12575,-0.11571,-0.00970
NaN,NaN,NaN,NaN,NaN
-0.00255,0.00031,0.17341,-0.06729,-0.03994
-0.00028,0.00044,-0.07298,0.02737,-0.15760
0.00049,0.00043,-0.02983,-0.14074,-0.04599
-0.00107,0.00038,0.12360,-0.03295,0.05231
0.00059,0.00215,-0.01245,0.07312,-0.17450
-0.00015,0.00013,-0.00296,-0.19432,0.22712
0.00008,0.00056,-0.04721,-0.03705,-0.08673
-0.00112,0.00010,-0.07728,-0.05515,0.11851
0.00041,0.00080,0.07970,-0.06608,0.02680
-0.00161,0.00043,-0.17612,-0.05000,-0.08801
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
-0.00182,0.00044,0.00072,-0.06241,0.10239
0.00055,0.00083,0.00563,-0.00154,-0.07188
-0.00102,0.00019,-0.04492,0.01094,-0.00415
-0.00096,0.00030,0.06414,-0.07284,0.09942
-0.00086,0.00032,-0.09652,0.07152,-0.08422
-0.00153,0.00069,-0.01227,-0.13021,0.15787
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
-0.00398,0.00041,-0.03182,-0.04372,0.01842
0.00007,0.00016,-0.05783,-0.01635,-0.08686
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
-0.00003,0.00050,0.14608,-0.04503,0.03004
-0.00059,0.00023,-0.04095,-0.04271,-0.07027
0.00001,0.00018,0.03666,-0.08241,0.06388
0.00032,0.00028,0.09732,-0.08920,0.07151
0.00011,0.00031,-0.08677,-0.06108,-0.10676
0.00138,0.00168,-0.08828,0.04608,0.00508
-0.00119,0.00020,-0.07691,-0.00722,-0.07808
-0.00315,0.00090,-0.03499,0.00402,0.05963
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
0.00011,0.00071,0.03538,-0.06288,-0.03837
0.00064,0.00016,0.06898,-0.13947,0.04205
NaN,NaN,NaN,NaN,NaN
-0.00312,0.00056,-0.06452,0.03951,-0.02283
0.00133,0.00072,-0.00697,-0.09020,-0.11758
NaN,NaN,NaN,NaN,NaN
0.00081,0.00045,-0.11105,-0.11813,0.01781
0.00125,0.00079,0.03717,-0.06370,0.01848
-0.00181,0.00026,-0.00744,-0.01498,-0.05967
-0.00018,0.00073,0.12342,-0.18555,-0.05210
0.00108,0.00062,0.11767,-0.04479,-0.13940
0.00025,0.00013,-0.03286,-0.02387,-0.03938
